1,91.98992062688257,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 3.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 5.0],}
261,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
262,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
263,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
264,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
265,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
266,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
267,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
268,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
269,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
270,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
271,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
272,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
273,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
274,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
275,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
276,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
277,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
278,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
279,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
280,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
281,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
282,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
283,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
284,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
285,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
286,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
287,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
288,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
289,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
290,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
291,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
292,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
293,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
294,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
295,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
296,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
297,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
298,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
299,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
300,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
301,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
302,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
303,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
304,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
305,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
306,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
307,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
308,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
309,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
310,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
311,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
312,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
313,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
314,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
315,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
316,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
317,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
318,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
319,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
320,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
321,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
322,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
323,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
324,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
325,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
326,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
327,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
328,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
329,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
330,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
331,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
332,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
333,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
334,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
335,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
336,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
337,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
338,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
339,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
340,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
341,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
342,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
343,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
344,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
345,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
346,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
347,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
348,97.53231100994782,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 5.0],}
