% # of instances: 2000

% Class distribution
% c1: 487
% c2: 487
% c3: 522
% c4: 504

@relation Synthetic_3_train

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_3 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_7 numeric
@attribute Dimension_8 numeric
@attribute Dimension_9 numeric
@attribute Dimension_10 numeric
@attribute Dimension_11 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_14 numeric
@attribute Dimension_15 numeric
@attribute Dimension_16 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute Dimension_19 numeric
@attribute Dimension_20 numeric
@attribute class {c1,c2,c3,c4}

@data
0.189993,3.416262,2.713538,3.085197,0.301662,0.079765,1.156072,2.593146,0.772999,0.508714,6.146163,1.690944,0.476533,-0.271686,3.827624,0.494082,-0.297464,-1.751451,7.816432,-0.092658,c3
1.394348,-0.715604,1.795224,-6.324593,0.500159,0.568773,-0.398316,-3.820398,1.45388,1.176938,4.556349,1.259938,0.393218,-0.618492,-4.625474,0.78655,-0.443768,-0.92863,-13.597747,0.619872,c4
1.011964,1.054856,0.386817,2.365561,0.573462,-0.467986,-0.007177,-1.501115,1.747843,-0.151683,5.247161,1.518235,0.988007,1.892621,-1.439465,0.775352,0.215911,-2.279686,-1.556397,-0.215788,c3
-0.460748,2.062803,1.529808,1.457535,-0.598218,0.627315,1.391382,3.453155,-0.13412,-0.808351,2.177673,1.309772,0.944362,0.304912,2.14516,0.402452,-1.177129,-2.590911,3.39545,-0.354872,c3
-1.085206,2.657845,0.487002,-1.480021,2.80585,0.99039,1.680019,5.203387,-0.326372,0.50804,2.614949,0.166163,1.140662,1.767154,-4.052631,0.730743,0.070109,-0.7173,3.420998,-1.658502,c2
1.381821,-1.097004,9.401814,-3.567557,0.871526,0.717211,-5.477536,107.410657,1.215997,-0.108065,-0.340039,0.507917,0.523524,-0.37032,-1.07466,0.750271,2.481105,0.124018,0.236076,0.110767,c1
1.240342,0.650306,2.464895,2.451631,0.222701,0.524832,2.218598,11.391979,1.736764,0.983164,2.809859,1.454418,0.294977,0.900646,-1.757425,0.501664,-0.761655,-1.577249,6.06924,4.537944,c4
-1.42156,2.763798,-1.130528,1.007982,1.795956,0.709007,0.969955,2.952833,-0.150988,0.713238,2.765684,0.443141,1.025955,2.560182,-3.991297,0.754651,-2.812244,-0.209906,7.346195,1.50828,c2
0.452262,0.039515,0.164579,-2.085529,2.224301,0.554544,2.499107,14.694304,1.265229,1.939009,3.113547,1.477299,1.507384,0.951801,-0.497539,0.891065,1.37666,0.212956,-2.158507,2.623636,c4
1.636858,2.565294,0.959683,3.794872,-0.749346,0.654125,1.867503,7.608655,1.459471,2.35445,3.437329,1.659308,1.056847,-0.06348,-3.78,0.693213,0.347286,-2.50004,8.191487,1.670949,c4
-0.137167,3.388917,0.753037,1.954167,0.736841,1.063776,0.351035,0.81064,-0.06696,0.113877,3.741645,0.53242,1.227566,2.830114,-0.223096,0.122417,-0.223845,0.415383,7.077648,-0.216004,c2
-0.89075,3.193786,0.715485,-2.128016,2.392514,1.116802,0.032638,-0.199364,-0.051513,0.121076,-0.080201,0.977913,0.972603,1.779813,-3.695918,0.998808,-2.917222,4.246813,-0.239323,-2.716846,c2
1.104854,0.384644,-1.87301,-1.449259,0.382928,0.754609,6.390181,10.175819,0.766994,-0.020771,0.348955,0.977397,0.075899,0.232833,-1.971502,0.787999,2.521355,1.847551,-2.119708,2.26598,c1
0.310919,-0.815985,-8.780045,-3.944921,0.01689,0.623052,-5.563366,110.894718,1.269936,-0.145305,-1.81659,0.431498,0.852931,0.00885,-1.671968,0.367809,0.527139,0.683402,-1.468777,1.688208,c1
-0.374369,1.472443,1.174544,4.185951,1.6586,0.902106,2.141644,7.775194,0.332038,-0.762195,0.933122,1.129512,0.989446,1.409657,0.672574,0.712646,-1.478386,-3.408632,-0.809204,1.073478,c3
0.637254,2.80069,-0.03189,2.37759,0.393827,-0.36582,-0.31015,-2.449179,0.644335,-0.46326,-0.654648,0.935424,0.99033,1.317723,-0.829065,0.221679,-1.820049,-3.338088,-1.925205,0.761602,c3
0.723038,0.724018,-3.324141,2.952859,1.681311,0.907791,-0.646146,-1.4478,1.54054,1.096135,-0.720073,1.934696,0.644513,-0.52332,-2.884887,0.308519,-1.584874,-0.933012,6.799093,0.318908,c4
1.504164,-1.334107,-2.955735,5.51775,-0.191307,0.994746,-2.913748,7.177728,1.852643,0.435611,1.939386,1.644176,0.941541,0.011825,-2.416104,0.902381,-0.870443,-0.399249,10.843109,3.044356,c4
1.198131,3.329572,1.430979,-11.308418,0.27908,0.945301,4.184495,40.25917,1.601104,0.951926,1.288703,1.927576,0.795919,-2.498016,-6.418817,0.507079,0.647919,-1.179794,-23.663131,2.353998,c4
0.311535,2.742709,1.735105,2.442993,0.356089,0.429891,1.018615,3.069926,1.256386,-0.638732,0.251578,0.73783,0.462393,1.404424,-0.935507,0.134108,-0.802122,-1.862352,-0.926992,0.557052,c3
0.801699,3.91317,0.867723,-0.294786,-1.434872,0.482476,0.7505,1.473015,0.750358,1.23232,3.376293,1.10437,0.906138,-0.308307,-9.185283,0.191028,0.031756,-0.534153,6.786979,-1.494938,c2
-1.413679,-1.255443,0.473702,-3.348564,0.48431,0.517377,4.681491,-9.443957,1.468172,0.102381,0.186464,0.399815,1.066061,0.19513,0.242232,0.382803,0.997604,2.605817,-0.171271,1.021456,c1
0.112552,-0.22902,-0.914684,2.641345,-0.118766,0.823696,0.304832,-0.921195,0.555663,0.090242,-0.124801,0.521198,0.476255,0.291,3.599268,0.317304,-1.50534,-2.931837,6.478498,1.147971,c3
-0.821709,3.517727,-0.180208,0.489896,-0.724067,1.001225,-0.118943,-1.583991,-0.611267,0.257496,2.166826,1.233698,0.724914,2.657834,-0.565142,0.006237,-0.278741,-1.224345,4.895584,-0.292387,c2
-0.27513,2.883693,0.106372,2.275079,-0.28218,-0.216051,0.624044,0.204894,-0.16072,0.0794,0.450201,0.39081,0.551719,1.597261,-0.10647,0.50731,-0.725154,-0.832364,0.161469,2.256478,c3
1.617697,-1.386858,-16.323787,-4.923595,0.640216,0.90278,1.101302,-15.230785,1.331704,0.186105,1.48368,-0.158757,1.131193,1.312417,-0.945033,0.51374,2.27447,1.419694,1.639304,0.976077,c1
0.761753,3.110065,-4.655202,-8.558453,0.133372,0.990885,-1.804827,0.824087,1.121695,0.689254,4.492794,1.578625,0.975233,-2.824028,-7.549302,0.924014,-0.842836,-1.454765,-16.264852,3.953743,c4
1.131879,0.55652,6.330545,-4.916465,0.086694,0.800515,1.808948,-18.112141,1.044165,1.088198,0.421661,-0.101248,1.914465,-1.843585,0.979188,0.409089,2.646022,-0.400807,1.333673,0.414312,c1
-0.66561,3.516623,-0.080788,0.559611,1.705906,0.829512,1.034207,-0.374716,0.132321,1.88996,-0.736436,1.485965,0.671,3.567325,1.000685,0.707646,-3.584739,-2.291729,-3.006099,-2.49888,c2
1.118267,2.298236,-1.693104,2.49064,0.785382,-0.444078,1.034646,1.595388,1.397005,0.118302,10.087131,0.234265,1.395071,-0.246872,3.621583,0.251897,-1.757378,-0.104837,7.075574,1.33574,c3
0.345665,2.755933,3.554161,2.044551,-0.534743,0.66703,-2.289881,2.757626,0.670113,1.428165,0.476748,1.51796,0.43877,-0.767056,-4.31256,0.64112,-0.617976,-0.287286,3.663936,2.027198,c4
0.905918,0.368834,-4.308994,-3.879155,0.503477,0.659725,1.059843,2.266737,0.993054,1.158821,3.694022,1.264488,0.831684,-1.535825,-3.264334,0.048366,-0.318196,-1.899895,-7.965262,3.228008,c4
-0.165865,3.046195,1.935275,2.834931,0.261493,0.032683,-1.182111,-2.070912,0.2251,0.529266,1.530394,0.138163,0.561047,2.482114,-0.927668,0.923398,-1.873869,-4.040822,-1.21995,0.354651,c3
-0.256555,3.420627,-0.029978,0.475702,1.577889,1.313404,0.551854,-0.890963,0.538126,0.777973,-2.216623,1.558042,0.94831,2.366878,-1.548629,0.352376,-2.354834,-0.5269,-4.881611,0.568474,c2
1.538608,1.062688,3.08764,0.201746,0.741996,0.834873,0.992413,-0.224818,1.36246,0.646879,1.719057,1.529345,0.853057,-1.547206,-3.993625,0.572159,0.183049,0.082578,1.264803,2.689809,c4
-0.095272,1.930504,-0.473069,0.057192,1.157669,0.887573,0.973415,3.560028,0.461078,0.279286,2.136176,1.83125,0.503494,0.793372,-6.202375,0.670181,1.014752,-3.372607,5.303136,7.741583,c2
0.844824,3.065729,1.12504,2.42131,-0.708277,0.53995,-0.132335,-0.837841,1.36138,-0.021514,5.618047,0.019006,0.26716,1.630242,1.84341,0.905881,-2.297221,-0.989558,1.842867,-0.450731,c3
-1.53165,-0.768376,-5.961458,-3.353009,0.080301,0.521932,-5.324572,105.055077,0.504426,1.451406,-0.758304,0.13312,0.966504,0.652063,-0.803583,0.951946,1.966504,1.921324,3.092465,-0.131434,c1
0.856881,-1.53401,0.928263,0.367409,0.159729,0.709296,-2.444063,4.149043,0.801607,2.093793,9.833353,1.149938,1.527358,0.301164,-4.749123,0.062872,0.881192,1.10049,-0.189524,1.842954,c4
0.337152,2.16589,-0.997002,-0.420483,2.945456,0.056097,0.241241,2.415296,0.585264,1.073364,1.542332,1.643539,0.663648,1.703294,-4.948664,0.550481,-1.74645,-0.356648,2.858631,0.042675,c2
0.039267,2.424141,-0.656839,3.652654,0.289455,-0.055536,-1.024017,-1.76507,0.978367,-0.564294,5.066535,-0.036771,0.418741,3.357701,-4.998206,0.643695,-0.084788,-3.367948,-11.794941,1.375454,c3
1.197193,1.572371,-2.778325,2.70839,1.240759,0.602491,-0.433292,-1.452828,1.570117,0.777418,4.969359,-0.067148,0.10598,0.69375,0.892785,0.959918,-0.018276,-0.633862,1.188129,-0.035116,c3
-0.263192,-0.921522,-0.828543,-2.57788,0.453146,0.858218,8.73465,58.974073,1.6467,1.086457,-0.761237,-0.21702,0.917566,-0.999165,0.883656,0.009007,2.181507,-0.88864,1.612253,0.563949,c1
-0.064663,0.831355,-0.721904,-0.851013,-0.52272,0.372468,1.083995,1.292399,0.551664,0.427448,0.205084,1.844517,0.391398,1.429536,-5.84976,0.200561,0.968981,-2.580852,-0.72526,-0.147169,c2
1.893486,-1.208838,1.067687,-2.286786,0.27667,0.945251,2.353912,-18.83758,0.833993,0.695901,-0.323527,-0.543492,0.78536,0.202232,-0.85847,0.395502,1.846891,6.651692,2.889975,3.95621,c1
1.293019,2.736867,0.053337,-1.665005,-0.949131,0.077774,0.80428,2.340021,1.306213,0.618063,2.385598,1.96139,0.220067,2.825832,-0.044308,0.219073,-3.275239,-1.140538,4.980986,1.313637,c2
1.298461,0.879638,0.07494,-3.970668,3.031154,0.883493,1.974059,9.73207,1.621239,1.377772,2.11614,1.025413,0.893507,-0.692368,-4.729103,0.731192,0.875361,-1.018001,-7.786132,4.202784,c4
0.827715,2.761959,1.388106,5.328644,-1.084117,0.587936,0.605816,2.281514,1.48954,0.636765,3.148226,-0.056006,0.126478,-0.02283,0.889013,0.804163,-1.302745,-1.555347,1.716341,0.412012,c3
-1.481832,0.875659,-0.412092,-3.99718,0.453039,0.877032,3.32257,-17.920423,1.299775,1.285995,0.593696,-0.322153,1.081536,-0.518724,-1.537609,0.883817,1.249423,0.364968,2.042418,0.93339,c1
0.139884,2.66479,0.281715,2.871946,0.948252,0.494552,-0.235605,-0.885084,0.968733,-0.162006,2.554531,0.047135,0.630745,-0.243372,3.541508,0.762628,-1.39647,-1.20406,8.920178,0.304538,c3
0.03101,1.914994,-4.12692,-3.974224,0.63651,0.62286,2.189694,-19.215272,1.435611,0.102973,-0.761773,-0.666214,0.597937,0.406065,-0.965003,0.822421,2.783248,0.419572,0.880616,1.788398,c1
-0.053712,4.601791,0.650777,-0.03919,3.41262,1.008377,-0.228071,-1.912338,0.789715,0.488458,5.614583,1.979566,0.134655,0.49123,-7.552063,0.876626,-0.371695,-1.417991,11.636295,-0.706759,c2
-1.454122,0.027851,-0.265028,-1.703976,0.214754,0.568418,-2.274862,26.036387,1.058613,0.409204,-0.008353,-0.586552,0.741975,-0.91002,0.881237,0.832574,1.100344,-1.221079,2.094582,0.214143,c1
0.865719,2.000686,1.51047,0.813405,-0.243366,0.697909,1.337177,4.794888,1.705839,-0.802271,4.958421,0.087975,0.622812,-0.028938,2.601374,0.022653,0.304635,-0.146969,5.716923,-0.067897,c3
1.796156,-0.942249,3.850215,-2.838677,0.518386,0.626344,3.808338,-15.624999,1.034517,0.566781,-0.725985,0.036024,1.013896,-0.976474,1.809882,0.177147,1.677691,0.651232,1.888725,0.617121,c1
-0.079737,2.634959,1.322955,-0.593929,1.989459,1.495152,0.385314,-0.300752,-0.071585,0.763772,5.531215,1.726989,0.365888,3.831265,3.787411,0.282097,-2.009787,-1.205904,8.440701,3.024941,c2
0.225163,0.796241,0.948562,-5.239749,1.468811,0.65485,4.283545,41.871818,0.825046,0.780503,2.517307,0.521542,0.657099,-1.397089,-5.069954,0.835429,1.107635,-0.885853,-10.763119,7.004359,c4
0.579093,1.635656,-2.127451,3.836104,0.028102,0.075937,1.176171,3.275224,1.197875,-0.618873,3.215928,0.277275,0.204501,1.873227,-1.224765,0.019756,-2.228689,-1.533378,-1.756644,0.549333,c3
0.169895,1.106,1.452372,-0.695499,3.420456,0.11377,1.214334,0.838273,1.056897,-0.187745,1.911265,1.781788,-0.038646,3.159251,2.41497,0.300564,0.69968,-0.757255,3.363769,-1.020538,c2
0.332992,2.012714,3.387002,-10.123941,-0.663188,0.897866,1.380524,2.2836,0.893199,0.940313,1.997222,0.592769,1.216637,-0.892555,-4.765885,0.303864,2.634959,-1.263373,-22.065561,1.158223,c4
0.011446,1.483909,-1.091424,2.760234,-1.225344,0.673726,-1.982857,1.990551,0.335533,-1.166848,1.307272,0.390475,0.772502,2.00874,-1.901228,0.142052,-1.934773,-2.776654,-4.251216,0.804902,c3
0.282227,1.430284,0.29688,-0.170659,1.646333,0.783228,1.201612,2.218269,0.860118,0.184942,-4.05951,1.557391,0.697584,2.224759,-1.498948,0.060686,0.818478,-2.061803,-7.4807,0.294387,c2
0.66329,2.555755,-1.64027,-8.964586,1.041309,0.892256,-1.984083,1.016784,0.772072,1.229305,4.087155,0.433724,0.605345,-1.436277,-5.02203,0.474153,0.514403,8.083137,-16.074269,4.13539,c4
0.596585,1.186507,-0.933051,5.468488,0.308324,0.616484,2.390716,13.938842,0.739451,0.466886,-5.31726,0.30605,0.932591,-2.337021,-5.339764,0.2094,0.466061,-0.46203,10.463421,3.828973,c4
-0.566818,1.537779,-0.904924,-1.629032,1.403829,0.589402,-0.032426,0.499051,0.004728,1.077712,3.045809,1.314666,0.667796,-0.231899,-8.433112,0.627442,-2.8969,-0.69023,5.143668,-3.377661,c2
-1.330902,2.938639,-0.950744,0.648134,2.511743,0.177376,1.283543,2.210153,-0.199468,0.201001,3.774217,1.104607,0.500402,1.221389,-6.723382,0.764825,-1.007193,-0.750555,7.198969,-4.024972,c2
0.141587,1.257648,0.40879,-2.016494,0.308306,0.627724,-0.978616,7.085701,0.875526,0.554426,0.72781,-0.218017,1.1012,0.317791,-3.637223,0.446616,1.533789,0.196671,1.90598,0.574744,c1
-0.098111,2.057904,0.761631,3.452744,1.596366,0.054791,-0.03381,0.101719,0.142203,-0.232145,3.900497,0.615096,1.067922,1.042452,1.114374,0.668801,0.058291,-2.51832,2.711974,0.439624,c3
1.165911,0.124494,6.303415,-2.243033,0.514836,0.920505,-1.667151,15.330574,1.251914,-0.117151,0.696826,0.129667,1.078956,-1.347793,0.35845,0.641649,2.562584,-1.143193,0.034934,1.816222,c1
2.921023,0.727119,-5.812234,-3.835773,0.236873,0.901644,2.059991,-17.640393,1.239211,-0.274903,-0.135712,0.119875,0.845283,0.489488,-0.662633,0.966936,1.369774,-1.319824,-0.263474,2.462443,c1
-0.33673,0.797456,2.542513,-2.991952,0.728439,0.869346,-1.303048,11.262116,0.882542,0.756444,-0.024619,0.518611,0.912987,0.246899,-0.842139,0.702926,1.186021,1.547659,1.859128,0.402702,c1
0.24362,0.996853,4.057865,2.883378,1.19933,0.769898,0.678984,-0.081082,0.375929,-0.482578,4.587313,0.721729,0.774257,2.169533,-2.814316,0.444147,-2.473113,-3.258769,-5.995557,2.754761,c3
0.86343,-0.943436,0.350439,-6.8725,2.455759,0.92811,2.431268,13.261936,1.492797,-0.132144,2.155183,0.112001,1.399493,0.490346,-2.253563,0.350611,1.134257,-0.623121,-12.460123,5.533832,c4
0.653069,1.743655,2.406987,-10.719018,1.8383,0.769028,0.085791,-4.34968,0.746434,0.295629,7.703367,-0.077349,0.529218,-2.277705,-4.053113,0.493463,-0.322358,0.000756,-21.664475,1.170646,c4
-0.211562,0.916705,-1.507053,0.623775,1.806634,1.405658,0.251955,-0.434332,0.029243,0.869963,4.029901,1.119943,1.234917,3.000199,-0.492156,0.463976,0.688277,1.159806,8.13677,-2.148598,c2
-0.447939,3.457872,-0.748306,0.763909,0.23032,0.063398,0.397074,0.104874,-0.044236,1.283697,0.335542,0.750675,1.162669,2.249933,-1.683902,0.900015,-2.584298,-0.383485,0.976588,0.357801,c2
0.300176,2.681074,0.65334,-1.514464,-0.612014,0.808636,0.680515,0.336842,0.636562,1.007101,2.654516,0.687831,0.906991,3.532046,1.904197,0.128778,1.300788,0.139129,4.899871,0.686701,c2
0.878305,1.18732,-3.294027,2.670596,1.306319,0.371831,0.053658,-2.51753,1.651082,-0.376583,3.63308,0.904102,0.824683,-0.774407,4.912876,0.461722,-0.487324,-1.850213,10.159569,2.420531,c3
-1.079381,3.820947,1.375132,0.156803,1.518887,0.664556,1.12559,1.919184,0.063951,0.333443,0.01886,0.479069,0.967165,-0.100742,-9.765308,0.193321,-2.298785,-0.320203,0.184372,0.582661,c2
0.967318,2.232961,-2.805638,8.732815,2.798298,0.970083,0.213392,-2.171058,1.283094,-0.035849,7.126999,1.159294,1.129428,2.89049,-3.097895,0.85506,0.59315,-3.067649,-4.681996,1.040811,c3
1.398928,-0.173644,-3.305488,-6.326604,1.479686,0.961788,-2.194116,3.439598,1.286968,1.153606,0.60779,0.056437,1.335622,-2.132648,-7.977087,0.545535,2.483751,-2.007454,-13.44178,4.123498,c4
2.202419,-0.822848,3.482092,-1.326742,0.841063,0.618065,-12.996996,463.7569,0.754006,0.421821,0.777939,0.303084,0.190789,0.509908,-2.391695,0.797792,1.485825,-0.514389,1.19127,1.297365,c1
0.081897,1.151791,-7.118324,1.576313,0.593018,0.674105,1.183454,2.05225,0.479482,1.358719,4.375766,-0.341088,0.149147,-1.812895,-4.248637,0.960513,0.792787,0.549958,3.993764,4.6083,c4
1.400222,1.465243,-7.692969,1.080298,0.769958,0.959595,1.873331,7.81059,1.907509,0.386013,5.27835,-0.44512,1.160133,-2.388543,-4.254595,0.917849,-0.985424,-1.280885,2.303328,5.816718,c4
-0.725173,2.700541,-0.204992,-0.238504,0.642315,0.917834,0.072535,0.785263,-0.22683,1.046181,1.101998,0.272382,0.833869,1.824788,-1.961021,0.835757,-1.079867,5.06231,2.070811,-0.296925,c2
1.087008,2.003126,1.345789,2.640495,-0.550846,0.613861,0.363695,1.024994,1.021299,-0.443916,3.663902,1.332189,1.322055,1.48727,1.261905,0.265673,-1.633424,-1.663936,2.606034,-0.234428,c3
1.664627,0.971543,4.590877,4.246359,1.373702,0.688909,0.842007,0.097117,1.067182,1.113159,6.538228,-0.216685,0.910538,-0.063875,-0.914188,0.103753,2.171811,-0.207876,9.633587,4.091629,c4
0.55107,3.406585,1.042976,4.249913,-0.723775,0.29888,0.532996,2.577711,0.870609,-0.084605,5.577458,1.457386,0.740525,-0.232126,3.923434,0.529668,0.532103,-3.013257,8.344365,-1.624082,c3
2.281734,0.895657,-7.147487,-2.775906,0.520846,0.803781,10.54837,110.283548,1.513129,-0.685365,-0.507829,0.740053,0.101416,0.5601,-0.407428,0.843128,2.315684,1.446238,-0.882403,0.598179,c1
0.68234,-1.470328,-7.103199,-4.200642,0.249029,0.891699,-3.767553,59.079433,1.531492,-0.347231,0.664111,0.760366,0.46956,0.432757,-1.849754,0.809621,2.491078,0.016262,-0.021722,3.368473,c1
0.177842,3.044791,1.385473,1.989189,2.43675,0.660684,-0.010299,1.901136,0.760231,0.778484,2.873331,0.215425,0.906785,1.451977,-4.763485,0.851999,0.101901,-3.273803,7.076794,-0.948538,c2
0.051971,3.434073,-2.30207,8.534095,-0.32559,0.68226,0.370004,-2.756311,0.210739,1.253019,-0.271324,-0.196911,0.556188,-0.843238,-3.80824,0.873791,-1.234308,-1.005636,15.696744,2.180915,c4
0.5727,1.413913,-0.446241,-0.067913,2.850564,1.240096,-0.32923,-2.37669,0.802292,0.74891,3.090429,0.068649,1.43908,1.473169,-4.954074,0.275291,-1.598519,1.229398,5.900581,4.01186,c2
0.295845,1.089376,0.591316,2.822844,-0.385962,0.194927,-0.135524,-0.630737,0.472667,0.536677,0.100862,1.650864,0.398953,1.085977,3.030419,0.784287,0.390446,-3.067593,5.108279,-0.78801,c3
0.616936,2.987171,-2.12807,1.021477,1.443103,0.449948,0.089323,-0.138257,1.0828,0.581624,2.117887,1.819069,0.052471,0.803066,1.969279,0.197639,-0.013311,0.783266,3.321625,0.747014,c3
1.771268,-0.300322,0.749731,-2.680233,1.697,0.984571,1.111916,2.515258,1.752363,2.379025,-1.68869,-0.29491,1.013155,-0.000041,-4.760427,0.751517,-1.401487,-0.859286,-5.555414,3.462698,c4
0.056949,3.232388,0.594898,0.126686,2.519571,1.335475,0.367417,0.168931,0.998216,1.795493,-1.417762,-0.071916,0.913441,3.590864,2.678098,0.247602,0.877329,-0.191148,-1.609148,2.448313,c2
-1.190198,3.309971,0.017389,-3.294032,1.669866,0.397055,0.256486,-0.979868,-0.016524,1.635283,-1.857262,-0.279631,0.483487,2.372807,-2.149461,0.625046,-0.749423,-0.405458,-4.629213,2.1134,c2
-1.383827,4.464707,1.759775,-1.889007,2.800418,1.492554,0.487728,0.556464,-0.387354,0.012848,2.413481,-0.009778,0.168921,0.99535,-5.987617,0.070042,0.787444,0.487841,5.624514,0.20806,c2
-0.001336,2.242011,-2.596558,2.892339,-2.586097,0.459923,0.341073,0.855759,0.633912,0.421113,1.24681,1.840143,1.043625,0.513676,3.339644,0.444125,0.499635,-2.354477,6.382498,2.819202,c3
0.285798,1.211732,-1.894619,4.178345,1.329009,0.102992,1.157286,2.321669,0.536116,0.06169,-0.201987,1.963133,0.564302,1.263724,0.467697,0.9519,-1.692077,-2.429918,0.980882,0.027239,c3
0.797273,-0.913524,-2.587705,-3.534441,0.743975,0.837659,2.906298,-17.459045,0.970205,0.659871,-1.115785,0.976497,0.072242,-0.774838,1.270714,0.937924,2.604505,-2.033798,2.112744,-1.443496,c1
0.526058,0.756957,-5.537915,-3.030184,0.132897,0.982676,9.840318,87.097426,1.433388,-0.080789,0.618544,1.398568,-0.496179,0.606657,-1.047516,0.79666,0.527163,0.075662,-1.390771,0.872165,c1
0.198955,-0.863884,-2.165074,-6.481529,0.182377,0.523236,-2.261945,2.60404,0.680361,1.685676,6.241346,-0.150931,0.969827,-2.413991,-4.447349,0.732961,0.369676,-0.619851,-12.80994,2.153988,c4
-0.079061,1.172606,2.955446,4.657425,1.84161,-0.105605,1.541519,4.972684,0.171956,-0.64081,0.153419,1.969503,0.236143,0.279079,2.477722,0.628862,0.139708,-4.356774,5.083325,0.027475,c3
0.854839,-0.307762,-1.336295,-2.711502,0.032146,0.990093,1.660158,-17.291894,1.203873,-0.352363,0.806989,1.202413,0.000194,0.772761,-1.859727,0.960857,1.451326,-0.801517,-0.999564,-0.576324,c1
1.638117,-0.199905,7.470723,-4.60808,0.401684,0.846715,-2.672403,36.17067,1.715288,-0.520396,-0.614885,1.418984,-0.29347,-2.429648,3.092261,0.313352,1.751718,-0.911524,-2.418237,2.556964,c1
0.293374,1.758515,-3.88372,1.9982,2.218198,0.365609,1.844637,4.873945,0.483061,-1.127894,2.206326,1.92237,0.568473,-0.267374,3.264377,0.169554,-0.747072,-1.321569,7.849567,0.047243,c3
0.424788,3.944087,-1.115922,-2.068049,-0.55692,1.454165,0.873679,1.750757,1.287509,0.921354,0.959874,-0.147171,0.559208,2.320357,-1.829029,0.460053,0.613845,-0.532715,0.663555,-6.301315,c2
0.851829,-2.264633,-0.791921,-1.63474,0.213521,0.726503,7.265479,27.165634,0.666155,0.059792,0.776482,1.815281,-0.968049,0.31921,-2.206533,0.87993,2.031979,0.381219,-0.681082,1.653675,c1
1.13957,2.577442,0.989145,1.892237,-0.722205,0.359279,-0.659969,-1.025095,1.10205,-1.069153,7.011256,1.884013,0.561401,0.785504,0.212965,0.074496,-1.741762,-3.213537,-0.668526,-1.706062,c3
-0.928477,2.776119,0.908991,-0.560954,2.856425,0.923111,0.287145,0.154546,0.090268,1.081865,2.099235,0.072159,0.857652,1.706508,-4.111553,0.646115,-1.810775,0.540766,5.423623,-0.70158,c2
0.295687,3.912986,4.048696,2.21771,0.258402,0.946743,1.149414,3.845143,0.75866,-0.415153,2.824898,1.73436,0.792211,0.633059,0.314159,0.187081,-2.562165,-2.661662,-0.418656,0.599028,c3
0.191095,1.954818,-1.142631,4.643491,1.445622,0.537283,-0.525481,-2.106288,0.76175,-1.082899,-0.860648,1.655281,0.625841,0.592145,1.701435,0.832497,-2.50874,-2.790799,1.865029,-0.207797,c3
0.775795,-0.375374,0.284357,6.589929,-0.268076,0.701808,0.76377,-1.228936,1.424873,0.911251,8.169839,-0.073989,1.030761,-0.621628,-3.708528,0.957448,1.577322,-1.425736,14.337574,0.375644,c4
1.040063,1.739389,-0.597007,-1.356782,0.572215,0.877178,2.4089,12.891881,1.612227,1.149905,-0.902764,0.136508,0.974173,-0.338576,-3.840667,0.322473,-0.333119,-1.112068,-3.032762,4.422917,c4
-1.618817,-1.499059,-1.634836,-1.965672,0.382714,0.561024,2.280629,-18.514054,1.238451,0.615642,-0.602878,1.818824,-0.666459,0.685194,-0.320757,0.409752,2.392935,6.276629,2.020422,0.846332,c1
0.499503,2.177875,-0.396922,0.153497,0.498104,1.005632,0.761722,2.066264,1.155421,0.245477,0.799176,-0.09368,0.477079,2.063615,-1.732859,0.065504,-3.11931,-1.293049,0.852963,0.648985,c2
-0.979122,-0.520983,-0.08958,-5.072999,0.295857,0.538523,7.920419,39.639132,0.609528,0.196214,-0.011021,1.592187,-0.416071,-1.041873,0.04999,0.71334,2.563079,0.323724,-0.292859,4.097756,c1
0.830757,1.286938,0.46462,-4.98463,0.966969,0.507592,-1.333813,-1.796789,0.81327,1.694437,3.733883,0.286798,0.96693,-2.02162,-2.64443,0.304508,-0.077545,2.802551,-9.749715,1.423042,c4
0.443799,3.372335,0.862523,0.203605,-1.369145,1.386995,0.410734,-0.150981,1.30874,0.438744,-0.247995,0.167258,1.209378,1.903619,-2.805019,0.259669,-3.220056,-1.785858,-2.239129,2.155611,c2
-0.40183,0.420911,3.063688,4.715307,-0.884352,-0.01715,-0.689496,-1.436274,-0.317139,-1.465159,1.837669,1.53952,0.342061,0.58559,2.636847,0.033244,-2.659496,-1.700704,5.395412,0.691349,c3
0.029219,-0.840469,3.50582,-3.627265,0.240856,0.930606,0.244665,-8.619135,1.20407,-0.101793,0.276174,1.742151,-0.649717,1.360399,-2.24506,0.037945,0.93822,0.241119,-0.823943,1.75032,c1
0.415943,2.26571,2.783472,-0.132268,1.352103,0.198765,1.732215,4.564344,0.643149,-0.288165,3.429017,1.28394,0.996889,-0.785945,3.014703,0.852692,0.651312,-4.668431,6.257576,0.036348,c3
