1,86.32817131776447,{Reading Instances[DISTANCE:EUCLIDEAN],AdaptableKDTree[DISTANCE:BRAYCURTIS,DESCRY_K - 6.4444447,DESCRY_DENSITY - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_K - 6.4444447,DESCRY_DENSITY - 10.0],}
253,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
254,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
255,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
256,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
257,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
258,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
259,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
260,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
261,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
262,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
263,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
264,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
265,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
266,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
267,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
268,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
269,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
270,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
271,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
272,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
273,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
274,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
275,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
276,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
277,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
278,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
279,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
280,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
281,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
282,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
283,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
284,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
285,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
286,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
287,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
288,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
289,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
290,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
291,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
292,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
293,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
294,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
295,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
296,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
297,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
298,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
299,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
300,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
301,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
302,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
303,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
304,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
305,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
306,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
307,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
308,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
309,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
310,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
311,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
312,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
313,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
314,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
315,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
316,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
317,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
318,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
319,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
320,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
321,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
322,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
323,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
324,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
325,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
326,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
327,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
328,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
329,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
330,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
331,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
332,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
333,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
334,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
335,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
336,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
