1,86.3417213258231,{Reading Instances[DISTANCE:EUCLIDEAN],AdaptableKDTree[DISTANCE:MANHATTAN,DESCRY_K - 5.5555553,DESCRY_DENSITY - 9.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_K - 5.5555553,DESCRY_DENSITY - 9.0],}
253,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
254,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
255,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
256,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
257,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
258,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
259,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
260,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
261,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
262,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
263,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
264,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
265,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
266,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
267,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
268,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
269,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
270,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
271,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
272,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
273,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
274,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
275,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
276,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
277,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
278,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
279,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
280,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
281,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
282,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
283,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
284,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
285,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
286,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
287,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
288,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
289,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
290,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
291,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
292,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
293,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
294,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
295,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
296,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
297,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
298,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
299,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
300,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
301,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
302,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
303,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
304,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
305,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
306,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
307,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
308,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
309,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
310,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
311,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
312,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
313,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
314,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
315,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
316,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
317,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
318,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
319,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
320,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
321,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
322,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
323,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
324,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
325,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
326,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
327,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
328,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
329,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
330,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
331,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
332,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
333,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
334,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
335,95.63459017619657,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
