1,91.29380884704823,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
2,91.29380884704823,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
251,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
252,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
253,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
254,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
255,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
256,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
257,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
258,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
259,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
260,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
261,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
262,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
263,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
264,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
265,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
266,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
267,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
268,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
269,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.1111112],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
270,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
271,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
272,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
273,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
274,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
275,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
276,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
277,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
278,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
279,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
280,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
281,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
282,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
283,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
284,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
285,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
286,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
287,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
288,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
289,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 1.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 5.0],}
290,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
291,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
292,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
293,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
294,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
295,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
296,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
297,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
298,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
299,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
300,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
301,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
302,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
303,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
304,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
305,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
306,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
307,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
308,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
309,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
310,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
311,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
312,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
313,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
314,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
315,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
316,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
317,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
318,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
319,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
320,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
321,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
322,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
323,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
324,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
325,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
326,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
327,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
328,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
329,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
330,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
331,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
332,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
333,99.53978125126564,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 2.3333333],}
